Measure ID,Measure
p_dis2y3_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Hypertension, 12/31/2018"
p_dis3y3_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Glomerulonephritis, 12/31/2018"
p_dis4y3_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Cystic Kidney, 12/31/2018"
p_dis5y3_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Congenital/Hereditary, 12/31/2018"
p_dis6y3_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Hemolytic Uremic Syndrome, 12/31/2018"
p_dis7y3_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Other Cause, 12/31/2018"
p_dis8y3_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Missing/Unknown Cause, 12/31/2018"
p_rac1y3_f,"F: Prevalent Patients (Pediatric) - Race: % Asian/Pacific Islander, 12/31/2018"
p_rac2y3_f,"F: Prevalent Patients (Pediatric) - Race: % African American, 12/31/2018"
p_rac3y3_f,"F: Prevalent Patients (Pediatric) - Race: % Native American, 12/31/2018"
p_rac4y3_f,"F: Prevalent Patients (Pediatric) - Race: % White, 12/31/2018"
p_rac5y3_f,"F: Prevalent Patients (Pediatric) - Race: % Other/Unknown/Missing race, 12/31/2018"
p_eth1y3_f,"F: Prevalent Patients (Pediatric) - Ethnicity: % Hispanic, 12/31/2018"
p_eth2y3_f,"F: Prevalent Patients (Pediatric) - Ethnicity: % Non-Hispanic, 12/31/2018"
p_eth3y3_f,"F: Prevalent Patients (Pediatric) - Ethnicity: % Unknown Ethnicity, 12/31/2018"
p_vin1y3_f,"F: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy less than 1 year, 12/31/2018"
p_vin2y3_f,"F: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy for 1-2 years, 12/31/2018"
p_vin3y3_f,"F: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy for 2-3 years, 12/31/2018"
p_vin4y3_f,"F: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy for 3-6 years, 12/31/2018"
p_vin5y3_f,"F: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy for over 6 years, 12/31/2018"
p_sexy3_f,"F: Prevalent Patients (Pediatric) - Sex: % Female, 12/31/2018"
p_modhdy3_f,"F: Prevalent Patients (Pediatric) - Modality: % on Hemodialysis, 12/31/2018"
p_modhhdy3_f,"F: Prevalent Patients (Pediatric) - Modality: % on Home Hemodialysis, 12/31/2018"
p_modcapdy3_f,"F: Prevalent Patients (Pediatric) - Modality: % on Continuous Ambulatory Peritoneal Dialysis, 12/31/2018"
p_modccpdy3_f,"F: Prevalent Patients (Pediatric) - Modality: % on Continuous Cycling Peritoneal Dialysis, 12/31/2018"
p_modothry3_f,"F: Prevalent Patients (Pediatric) - Modality: % on Other Modality, 12/31/2018"
p_rdshy4_f,"F: Hospitalization (Pediatric) - Number of Patients, 2019"
p_rdsmy4_f,"F: All Patient Mortality (Pediatric) - Number of patients, 2019"
p_dyy4_f,"F: All Patient Mortality (Pediatric) - Years at risk for mortality, 2019"
p_deay4_f,"F: All Patient Mortality (Pediatric) - Number of patient deaths, 2019"
p_htay4_f,"F: SHR (Pediatric Admissions)- Number of Hospital Admissions, 2019"
p_hdyy4_f,"F: Hospitalization (Pediatric)- Years at Risk, 2019"
p_hdy4_f,"F: SHR (Pediatric Days) - Number of Days Hospitalized, 2019"
p_rdsty4_f,"F: Transplantation (Pediatric)- Number of patients, first transplant, 2019"
p_txy4_f,"F: Transplantation (Pediatric)- Number of 1st transplants, 2019"
p_txyy4_f,"F: Transplantation (Pediatric)- Years at risk of eligible first transplant patients, 2019"
p_pahy4_f,"F: Prevalent Patients (Pediatric) - End of Year Status: Number of pediatric patients live in this facility, 2019"
p_hdyedy4_f,"F: SHR (Pediatric ED)- Years at Risk, 2019"
p_age1y4_f,"F: Prevalent Patients (Pediatric) - Age: % Less than 5 years, 12/31/2019"
p_age2y4_f,"F: Prevalent Patients (Pediatric) - Age: % Between 5-9 years, 12/31/2019"
p_age3y4_f,"F: Prevalent Patients (Pediatric) - Age: % Between 10-14 years, 12/31/2019"
p_age4y4_f,"F: Prevalent Patients (Pediatric) - Age: % Between 15-17 years, 12/31/2019"
p_dis1y4_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Diabetes, 12/31/2019"
p_dis2y4_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Hypertension, 12/31/2019"
p_dis3y4_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Glomerulonephritis, 12/31/2019"
p_dis4y4_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Cystic Kidney, 12/31/2019"
p_dis5y4_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Congenital/Hereditary, 12/31/2019"
p_dis6y4_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Hemolytic Uremic Syndrome, 12/31/2019"
p_dis7y4_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Other Cause, 12/31/2019"
p_dis8y4_f,"F: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Missing/Unknown Cause, 12/31/2019"
p_rac1y4_f,"F: Prevalent Patients (Pediatric) - Race: % Asian/Pacific Islander, 12/31/2019"
p_rac2y4_f,"F: Prevalent Patients (Pediatric) - Race: % African American, 12/31/2019"
p_rac3y4_f,"F: Prevalent Patients (Pediatric) - Race: % Native American, 12/31/2019"
p_rac4y4_f,"F: Prevalent Patients (Pediatric) - Race: % White, 12/31/2019"
p_rac5y4_f,"F: Prevalent Patients (Pediatric) - Race: % Other/Unknown/Missing race, 12/31/2019"
p_eth1y4_f,"F: Prevalent Patients (Pediatric) - Ethnicity: % Hispanic, 12/31/2019"
p_eth2y4_f,"F: Prevalent Patients (Pediatric) - Ethnicity: % Non-Hispanic, 12/31/2019"
p_eth3y4_f,"F: Prevalent Patients (Pediatric) - Ethnicity: % Unknown Ethnicity, 12/31/2019"
p_vin1y4_f,"F: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy less than 1 year, 12/31/2019"
p_vin2y4_f,"F: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy for 1-2 years, 12/31/2019"
p_vin3y4_f,"F: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy for 2-3 years, 12/31/2019"
p_vin4y4_f,"F: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy for 3-6 years, 12/31/2019"
p_vin5y4_f,"F: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy for over 6 years, 12/31/2019"
p_sexy4_f,"F: Prevalent Patients (Pediatric) - Sex: % Female, 12/31/2019"
p_modhdy4_f,"F: Prevalent Patients (Pediatric) - Modality: % on Hemodialysis, 12/31/2019"
p_modhhdy4_f,"F: Prevalent Patients (Pediatric) - Modality: % on Home Hemodialysis, 12/31/2019"
p_modcapdy4_f,"F: Prevalent Patients (Pediatric) - Modality: % on Continuous Ambulatory Peritoneal Dialysis, 12/31/2019"
p_modccpdy4_f,"F: Prevalent Patients (Pediatric) - Modality: % on Continuous Cycling Peritoneal Dialysis, 12/31/2019"
p_modothry4_f,"F: Prevalent Patients (Pediatric) - Modality: % on Other Modality, 12/31/2019"
p_phdvapty1_f,"F: Prevalent VA Type (Pediatric) - Total number of HD patients, 2016"
p_phdy1_f,"F: Prevalent VA Type (Pediatric) - Total number of HD patient-months, 2016"
p_ppavfy1_f,"F: Prevalent VA Type (Pediatric) - % of patients receiving treatment with fistulae, 2016"
p_ltcy1_f,"F: Prevalent VA Type (Pediatric) - Long-Term Catheter Rate, 2016"
p_phdvapty2_f,"F: Prevalent VA Type (Pediatric) - Total number of HD patients, 2017"
p_phdy2_f,"F: Prevalent VA Type (Pediatric) - Total number of HD patient-months, 2017"
p_ppavfy2_f,"F: Prevalent VA Type (Pediatric) - % of patients receiving treatment with fistulae, 2017"
p_ltcy2_f,"F: Prevalent VA Type (Pediatric) - Long-Term Catheter Rate, 2017"
p_phdvapty3_f,"F: Prevalent VA Type (Pediatric) - Total number of HD patients, 2018"
p_phdy3_f,"F: Prevalent VA Type (Pediatric) - Total number of HD patient-months, 2018"
p_ppavfy3_f,"F: Prevalent VA Type (Pediatric) - % of patients receiving treatment with fistulae, 2018"
p_ltcy3_f,"F: Prevalent VA Type (Pediatric) - Long-Term Catheter Rate, 2018"
p_phdvapty4_f,"F: Prevalent VA Type (Pediatric) - Total number of HD patients, 2019"
p_phdy4_f,"F: Prevalent VA Type (Pediatric) - Total number of HD patient-months, 2019"
p_ppavfy4_f,"F: Prevalent VA Type (Pediatric) - % of patients receiving treatment with fistulae, 2019"
p_ltcy4_f,"F: Prevalent VA Type (Pediatric) - Long-Term Catheter Rate, 2019"
p_pppwpmy1_f,"F: Prevalent Waitlist - Total # of pediatric dialysis patient-months (age<18), 2016"
p_pppwpty1_f,"F: Prevalent Waitlist - Total # of pediatric dialysis patients (age<18), 2016"
p_WLy1_f,"F: Prevalent Waitlist - % of pediatric dialysis patient-months on WL (<18 only), 2016"
p_WLlt10y1_f,"F: Prevalent Waitlist - % of pediatric dialysis patient-months<10 on WL, 2016"
p_WL1017y1_f,"F: Prevalent Waitlist - % of pediatric dialysis patient-months 10-17 on WL, 2016"
p_pppwpmy2_f,"F: Prevalent Waitlist - Total# of pediatric dialysis patient-months (age<18), 2017"
p_pppwpty2_f,"F: Prevalent Waitlist - Total # of pediatric dialysis patients (age<18), 2017"
p_WLy2_f,"F: Prevalent Waitlist - % of pediatric dialysis patient-months on WL (<18 only), 2017"
p_WLlt10y2_f,"F: Prevalent Waitlist - % of pediatric dialysis patient-months<10 on WL, 2017"
p_WL1017y2_f,"F: Prevalent Waitlist - % of pediatric dialysis patient-months 10-17 on WL, 2017"
p_pppwpmy3_f,"F: Prevalent Waitlist - Total # of pediatric dialysis patient-months (age<18), 2018"
p_pppwpty3_f,"F: Prevalent Waitlist - Total # of pediatric dialysis patients (age<18), 2018"
p_WLy3_f,"F: Prevalent Waitlist - % of pediatric dialysis patient-months on WL (<18 only), 2018"
p_WLlt10y3_f,"F: Prevalent Waitlist - % of pediatric dialysis patient-months<10 on WL, 2018"
p_WL1017y3_f,"F: Prevalent Waitlist - % of pediatric dialysis patient-months 10-17 on WL, 2018"
p_pppwpmy4_f,"F: Prevalent Waitlist - Total # of pediatric dialysis patient-months (age<18), 2019"
p_pppwpty4_f,"F: Prevalent Waitlist - Total # of pediatric dialysis patients (age<18), 2019"
p_WLy4_f,"F: Prevalent Waitlist - % of pediatric dialysis patient-months on WL (<18 only), 2019"
p_WLlt10y4_f,"F: Prevalent Waitlist - % of pediatric dialysis patient-months<10 on WL, 2019"
p_WL1017y4_f,"F: Prevalent Waitlist - % of pediatric dialysis patient-months 10-17 on WL, 2019"
p_CWhdptdenomy1_f,"F: Pediatric HD HGB - Total Eligible Patients, 2016"
p_CWhdptmthdenomy1_f,"F: Pediatric HD HGB - Total Eligible Patient-months, 2016"
p_CWhdavgHGBy1_f,"F: Pediatric HD HGB - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2016"
p_CWhdhgb1y1_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin < 10 g/dL, 2016"
p_CWhdhgb2y1_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin 10 - <11 g/dL, 2016"
p_CWhdhgb3y1_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin 11 - 12 g/dL, 2016"
p_CWhdhgb4y1_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin > 12 g/dL, 2016"
p_CWhdhgb5y1_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin Missing or Out of Range, 2016"
p_CWhdptdenomy2_f,"F: Pediatric HD HGB - Total Eligible Patients, 2017"
p_CWhdptmthdenomy2_f,"F: Pediatric HD HGB - Total Eligible Patient-months, 2017"
p_CWhdavgHGBy2_f,"F: Pediatric HD HGB - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2017"
p_CWhdhgb1y2_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin < 10 g/dL, 2017"
p_CWhdhgb2y2_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin 10 - <11 g/dL, 2017"
p_CWhdhgb3y2_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin 11 - 12 g/dL, 2017"
p_CWhdhgb4y2_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin > 12 g/dL, 2017"
p_CWhdhgb5y2_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin Missing or Out of Range, 2017"
p_CWhdptdenomy3_f,"F: Pediatric HD HGB - Total Eligible Patients, 2018"
p_CWhdptmthdenomy3_f,"F: Pediatric HD HGB - Total Eligible Patient-months, 2018"
p_CWhdavgHGBy3_f,"F: Pediatric HD HGB - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2018"
p_CWhdhgb1y3_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin < 10 g/dL, 2018"
p_CWhdhgb2y3_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin 10 - <11 g/dL, 2018"
p_CWhdhgb3y3_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin 11 - 12 g/dL, 2018"
p_CWhdhgb4y3_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin > 12 g/dL, 2018"
p_CWhdhgb5y3_f,"F: Pediatric HD HGB - % of patient-months with hemoglobin Missing or Out of Range, 2018"
p_CWpdptdenomy1_f,"F: Pediatric PD HGB - Total Eligible Patients, 2016"
p_CWpdptmthdenomy1_f,"F: Pediatric PD HGB - Total Eligible Patient-months, 2016"
p_CWpdavgHGBy1_f,"F: Pediatric PD HGB - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2016"
p_CWpdhgb1y1_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin < 10 g/dL, 2016"
p_CWpdhgb2y1_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin 10 - <11 g/dL, 2016"
p_CWpdhgb3y1_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin 11 - 12 g/dL, 2016"
p_CWpdhgb4y1_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin > 12 g/dL, 2016"
p_CWpdhgb5y1_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin Missing or Out of Range, 2016"
p_CWpdptdenomy2_f,"F: Pediatric PD HGB - Total Eligible Patients, 2017"
p_CWpdptmthdenomy2_f,"F: Pediatric PD HGB - Total Eligible Patient-months, 2017"
p_CWpdavgHGBy2_f,"F: Pediatric PD HGB - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2017"
p_CWpdhgb1y2_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin < 10 g/dL, 2017"
p_CWpdhgb2y2_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin 10 - <11 g/dL, 2017"
p_CWpdhgb3y2_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin 11 - 12 g/dL, 2017"
p_CWpdhgb4y2_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin > 12 g/dL, 2017"
p_CWpdhgb5y2_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin Missing or Out of Range, 2017"
p_CWpdptdenomy3_f,"F: Pediatric PD HGB - Total Eligible Patients, 2018"
p_CWpdptmthdenomy3_f,"F: Pediatric PD HGB - Total Eligible Patient-months, 2018"
p_CWpdavgHGBy3_f,"F: Pediatric PD HGB - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2018"
p_CWpdhgb1y3_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin < 10 g/dL, 2018"
p_CWpdhgb2y3_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin 10 - <11 g/dL, 2018"
p_CWpdhgb3y3_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin 11 - 12 g/dL, 2018"
p_CWpdhgb4y3_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin > 12 g/dL, 2018"
p_CWpdhgb5y3_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin Missing or Out of Range, 2018"
p_CWpdptdenomy4_f,"F: Pediatric PD HGB - Total Eligible Patients, 2019"
p_CWpdptmthdenomy4_f,"F: Pediatric PD HGB - Total Eligible Patient-months, 2019"
p_CWpdavgHGBy4_f,"F: Pediatric PD HGB - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2019"
p_CWpdhgb1y4_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin < 10 g/dL, 2019"
p_CWpdhgb2y4_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin 10 - <11 g/dL, 2019"
p_CWpdhgb3y4_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin 11 - 12 g/dL, 2019"
p_CWpdhgb4y4_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin > 12 g/dL, 2019"
p_CWpdhgb5y4_f,"F: Pediatric PD HGB - % of patient-months with hemoglobin Missing or Out of Range, 2019"
p_CWhddenomy1_f,"F: Pediatric HD Dialysis Adequacy - Total Eligible Pediatric HD Adequacy Dialysis Patients, 2016"
p_CWhdmthdenomy1_f,"F: Pediatric HD Dialysis Adequacy - Total Eligible Pediatric HD Adequacy Dialysis Patient-months, 2016"
p_CWhdalby1_f,"F: Albumin (Pediatric) - Average Serum Albumin, of valid in range pediatric HD patient-months, 2016"
p_CWhdalb1y1_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin < 3 g/dL, 2016"
p_CWhdalb2y1_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin 3 - < 3.5 g/dL, 2016"
p_CWhdalb3y1_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin 3.5 - < 4 g/dL, 2016"
p_CWhdalb4y1_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin >= 4 g/dL, 2016"
p_CWhdalb5y1_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin Missing, 2016"
p_CWpddenomy1_f,"F: Pediatric PD Dialysis Adequacy - Total Eligible Pediatric PD Adequacy Dialysis Patients, 2016"
p_CWpdmthdenomy1_f,"F: Pediatric PD Dialysis Adequacy - Total Eligible Pediatric PD Adequacy Dialysis Patient-months, 2016"
p_CWpdalby1_f,"F: Albumin (Pediatric) - Average Serum Albumin, of valid in range pediatric PD patient-months, 2016"
p_CWpdalb1y1_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin < 3 g/dL, 2016"
p_CWpdalb2y1_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin 3 - < 3.5 g/dL, 2016"
p_CWpdalb3y1_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin 3.5 - < 4 g/dL, 2016"
p_CWpdalb4y1_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin >= 4 g/dL, 2016"
p_CWpdalb5y1_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin Missing, 2016"
p_CWhddenomy2_f,"F: Pediatric HD Dialysis Adequacy - Total Eligible Pediatric HD Adequacy Dialysis Patients, 2017"
p_CWhdmthdenomy2_f,"F: Pediatric HD Dialysis Adequacy - Total Eligible Pediatric HD Adequacy Dialysis Patient-months, 2017"
p_CWhdalby2_f,"F: Albumin (Pediatric) - Average Serum Albumin, of valid in range pediatric HD patient-months, 2017"
p_CWhdalb1y2_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin < 3 g/dL, 2017"
p_CWhdalb2y2_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin 3 - < 3.5 g/dL, 2017"
p_CWhdalb3y2_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin 3.5 - < 4 g/dL, 2017"
p_CWhdalb4y2_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin >= 4 g/dL, 2017"
p_CWhdalb5y2_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin Missing, 2017"
p_CWpddenomy2_f,"F: Pediatric PD Dialysis Adequacy - Total Eligible Pediatric PD Adequacy Dialysis Patients, 2017"
p_CWpdmthdenomy2_f,"F: Pediatric PD Dialysis Adequacy - Total Eligible Pediatric PD Adequacy Dialysis Patient-months, 2017"
p_CWpdalby2_f,"F: Albumin (Pediatric) - Average Serum Albumin, of valid in range pediatric PD patient-months, 2017"
p_CWpdalb1y2_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin < 3 g/dL, 2017"
p_CWpdalb2y2_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin 3 - < 3.5 g/dL, 2017"
p_CWpdalb3y2_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin 3.5 - < 4 g/dL, 2017"
p_CWpdalb4y2_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin >= 4 g/dL, 2017"
p_CWpdalb5y2_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin Missing, 2017"
p_CWhddenomy3_f,"F: Pediatric HD Dialysis Adequacy - Total Eligible Pediatric HD Adequacy Dialysis Patients, 2018"
p_CWhdmthdenomy3_f,"F: Pediatric HD Dialysis Adequacy - Total Eligible Pediatric HD Adequacy Dialysis Patient-months, 2018"
p_CWhdalby3_f,"F: Albumin (Pediatric) - Average Serum Albumin, of valid in range pediatric HD patient-months, 2018"
p_CWhdalb1y3_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin < 3 g/dL, 2018"
p_CWhdalb2y3_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin 3 - < 3.5 g/dL, 2018"
p_CWhdalb3y3_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin 3.5 - < 4 g/dL, 2018"
p_CWhdalb4y3_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin >= 4 g/dL, 2018"
p_CWhdalb5y3_f,"F: Albumin (Pediatric) - % of pediatric HD patient-months with Serum Albumin Missing, 2018"
p_CWpddenomy3_f,"F: Pediatric PD Dialysis Adequacy - Total Eligible Pediatric PD Adequacy Dialysis Patients, 2018"
p_CWpdmthdenomy3_f,"F: Pediatric PD Dialysis Adequacy - Total Eligible Pediatric PD Adequacy Dialysis Patient-months, 2018"
p_CWpdalby3_f,"F: Albumin (Pediatric) - Average Serum Albumin, of valid in range pediatric PD patient-months, 2018"
p_CWpdalb1y3_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin < 3 g/dL, 2018"
p_CWpdalb2y3_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin 3 - < 3.5 g/dL, 2018"
p_CWpdalb3y3_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin 3.5 - < 4 g/dL, 2018"
p_CWpdalb4y3_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin >= 4 g/dL, 2018"
p_CWpdalb5y3_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin Missing, 2018"
p_CWpddenomy4_f,"F: Pediatric PD Dialysis Adequacy - Total Eligible Pediatric PD Adequacy Dialysis Patients, 2019"
p_CWpdmthdenomy4_f,"F: Pediatric PD Dialysis Adequacy - Total Eligible Pediatric PD Adequacy Dialysis Patient-months, 2019"
p_CWpdalby4_f,"F: Albumin (Pediatric) - Average Serum Albumin, of valid in range pediatric PD patient-months, 2019"
p_CWpdalb1y4_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin < 3 g/dL, 2019"
p_CWpdalb2y4_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin 3 - < 3.5 g/dL, 2019"
p_CWpdalb3y4_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin 3.5 - < 4 g/dL, 2019"
p_CWpdalb4y4_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin >= 4 g/dL, 2019"
p_CWpdalb5y4_f,"F: Albumin (Pediatric) - % of pediatric PD patient-months with Serum Albumin Missing, 2019"
p_CWpdktvge18y1_f,"F: Pediatric PD Kt/V- % of Pediatric PD pt-mths with Kt/V >= 1.8, 2016"
p_CWpdktvge18y2_f,"F: Pediatric PD Kt/V- % of Pediatric PD pt-mths with Kt/V >= 1.8, 2017"
p_CWpdktvge18y3_f,"F: Pediatric PD Kt/V- % of Pediatric PD pt-mths with Kt/V >= 1.8, 2018"
p_CWpdktvge18y4_f,"F: Pediatric PD Kt/V- % of Pediatric PD pt-mths with Kt/V >= 1.8, 2019"
p_CWhdktvptsy1_f,"F: Pediatric HD Kt/V- Total Eligible Patients, 2016"
p_CWhdktvpmy1_f,"F: Pediatric HD Kt/V- Total Eligible Patient-months, 2016"
p_CWhdktvge12y1_f,"F: Pediatric HD Kt/V- % of pt-mths with Kt/V >= 1.2, 2016"
p_CWhdktvptsy2_f,"F: Pediatric HD Kt/V- Total Eligible Patients, 2017"
p_CWhdktvpmy2_f,"F: Pediatric HD Kt/V- Total Eligible Patient-months, 2017"
p_CWhdktvge12y2_f,"F: Pediatric HD Kt/V- % of pt-mths with Kt/V >= 1.2, 2017"
p_CWhdktvptsy3_f,"F: Pediatric HD Kt/V- Total Eligible Patients, 2018"
p_CWhdktvpmy3_f,"F: Pediatric HD Kt/V- Total Eligible Patient-months, 2018"
p_CWhdktvge12y3_f,"F: Pediatric HD Kt/V- % of pt-mths with Kt/V >= 1.2, 2018"
ppidy1_f,"F: Patient Placement - % of incident patients, 2016"
ppcdy1_f,"F: Patient Placement - % of patients continuing at facility, 2016"
pptdy1_f,"F: Patient Placement - % of patients transfered into facility, 2016"
pdhdy1_f,"F: End of Year Status - % of patient deaths attributed to this facility, 2016"
pdody1_f,"F: End of Year Status - % of patient deaths attributed to another facility, 2016"
ptxdy1_f,"F: End of Year Status - % of patients that received a transplant, 2016"
pahdy1_f,"F: End of Year Status - % of patients alive in this facility, 2016"
paody1_f,"F: End of Year Status - % of patients alive in another facility, 2016"
potdy1_f,"F: End of Year Status - % of patients, other, 2016"
ppidy2_f,"F: Patient Placement - % of incident patients, 2017"
ppcdy2_f,"F: Patient Placement - % of patients continuing at facility, 2017"
pptdy2_f,"F: Patient Placement - % of patients transfered into facility, 2017"
pdhdy2_f,"F: End of Year Status - % of patient deaths attributed to this facility, 2017"
pdody2_f,"F: End of Year Status - % of patient deaths attributed to another facility, 2017"
ptxdy2_f,"F: End of Year Status - % of patients that received a transplant, 2017"
pahdy2_f,"F: End of Year Status - % of patients alive in this facility, 2017"
paody2_f,"F: End of Year Status - % of patients alive in another facility, 2017"
potdy2_f,"F: End of Year Status - % of patients, other, 2017"
ppidy3_f,"F: Patient Placement - % of incident patients, 2018"
ppcdy3_f,"F: Patient Placement - % of patients continuing at facility, 2018"
pptdy3_f,"F: Patient Placement - % of patients transfered into facility, 2018"
pdhdy3_f,"F: End of Year Status - % of patient deaths attributed to this facility, 2018"
pdody3_f,"F: End of Year Status - % of patient deaths attributed to another facility, 2018"
ptxdy3_f,"F: End of Year Status - % of patients that received a transplant, 2018"
pahdy3_f,"F: End of Year Status - % of patients alive in this facility, 2018"
paody3_f,"F: End of Year Status - % of patients alive in another facility, 2018"
potdy3_f,"F: End of Year Status - % of patients, other, 2018"
ppidy4_f,"F: Patient Placement - % of incident patients, 2019"
ppcdy4_f,"F: Patient Placement - % of patients continuing at facility, 2019"
pptdy4_f,"F: Patient Placement - % of patients transfered into facility, 2019"
pdhdy4_f,"F: End of Year Status - % of patient deaths attributed to this facility, 2019"
